7,6,445.456,290.982,389.145,287.339,0.646,-1,-1,-1
7,12,0.501,335.624,189.082,133.223,0.670,-1,-1,-1
7,2,942.022,308.015,82.675,145.311,0.504,-1,-1,-1
7,16,330.602,336.558,56.556,38.752,0.539,-1,-1,-1
7,17,898.730,299.863,23.757,68.096,0.561,-1,-1,-1
7,14,243.087,339.366,97.846,48.250,0.607,-1,-1,-1
7,10,381.090,267.109,120.810,111.500,0.736,-1,-1,-1
8,18,969.825,375.681,111.514,97.005,0.742,-1,-1,-1
8,6,463.912,291.417,386.467,290.092,0.670,-1,-1,-1
8,12,0.380,337.520,108.565,129.344,0.612,-1,-1,-1
8,14,240.597,339.066,99.074,49.081,0.611,-1,-1,-1
8,16,329.242,335.982,50.017,40.059,0.579,-1,-1,-1
8,19,914.989,298.148,29.266,70.293,0.586,-1,-1,-1
8,10,373.801,263.627,123.507,116.764,0.757,-1,-1,-1
9,20,1015.794,381.298,144.354,95.500,0.723,-1,-1,-1
9,6,482.808,290.320,383.246,287.057,0.682,-1,-1,-1
9,14,239.154,336.585,100.269,50.252,0.625,-1,-1,-1
9,21,1060.675,305.579,75.103,162.762,0.515,-1,-1,-1
9,22,930.742,295.808,28.046,71.267,0.603,-1,-1,-1
9,16,329.579,334.951,36.119,39.053,0.526,-1,-1,-1
9,23,485.673,320.372,46.157,40.285,0.519,-1,-1,-1
9,10,359.208,258.824,133.659,122.561,0.790,-1,-1,-1
10,24,1077.235,374.230,172.999,108.532,0.770,-1,-1,-1
10,6,504.833,289.590,380.109,292.127,0.664,-1,-1,-1
10,25,1118.985,302.629,85.357,170.263,0.634,-1,-1,-1
10,14,237.681,334.896,101.839,49.559,0.629,-1,-1,-1
10,23,480.670,318.531,50.312,41.484,0.549,-1,-1,-1
10,26,535.760,315.948,43.997,33.229,0.543,-1,-1,-1
10,10,346.315,254.773,142.485,128.848,0.765,-1,-1,-1
11,27,1185.264,302.609,93.696,171.253,0.566,-1,-1,-1
11,6,524.305,289.142,377.688,288.515,0.660,-1,-1,-1
11,14,235.042,336.538,100.544,49.646,0.680,-1,-1,-1
11,28,943.183,304.445,26.073,61.975,0.581,-1,-1,-1
11,23,475.555,320.756,52.306,41.797,0.518,-1,-1,-1
11,29,1147.671,367.773,131.747,125.399,0.577,-1,-1,-1
11,26,535.048,316.835,48.200,33.773,0.531,-1,-1,-1
11,10,325.836,253.339,158.063,134.644,0.800,-1,-1,-1
12,30,997.135,293.502,20.298,70.524,0.626,-1,-1,-1
12,31,232.550,337.115,85.997,50.510,0.648,-1,-1,-1
12,28,948.293,304.460,19.416,61.466,0.561,-1,-1,-1
12,6,547.111,289.133,375.556,282.919,0.634,-1,-1,-1
12,10,306.432,249.381,173.359,142.597,0.817,-1,-1,-1
13,6,571.819,292.914,370.363,274.726,0.638,-1,-1,-1
13,32,230.051,339.512,68.022,50.265,0.630,-1,-1,-1
13,33,1202.255,327.653,77.391,50.191,0.612,-1,-1,-1
13,34,1013.151,295.400,23.938,71.101,0.548,-1,-1,-1
13,28,945.826,304.073,26.309,66.883,0.593,-1,-1,-1
13,10,284.837,245.273,183.574,150.244,0.783,-1,-1,-1
14,6,597.888,294.833,364.382,269.879,0.634,-1,-1,-1
14,28,943.814,304.351,31.655,62.875,0.552,-1,-1,-1
14,5,1213.209,327.822,66.526,47.856,0.588,-1,-1,-1
14,35,952.830,90.472,44.069,54.126,0.504,-1,-1,-1
14,36,224.606,343.580,44.060,46.359,0.559,-1,-1,-1
14,10,260.933,236.175,196.984,163.601,0.799,-1,-1,-1
15,6,622.537,293.858,359.367,270.006,0.656,-1,-1,-1
15,28,933.903,302.804,28.411,61.872,0.544,-1,-1,-1
15,35,955.786,83.758,46.806,57.017,0.520,-1,-1,-1
15,5,1222.458,326.511,57.293,48.701,0.569,-1,-1,-1
15,10,214.260,229.945,227.462,174.861,0.801,-1,-1,-1
16,6,647.558,293.544,360.393,262.932,0.648,-1,-1,-1
16,10,171.650,218.214,250.754,190.733,0.800,-1,-1,-1
16,5,1229.498,329.906,50.222,48.070,0.570,-1,-1,-1
17,6,671.367,284.212,369.195,272.667,0.641,-1,-1,-1
17,37,1079.010,290.896,24.821,81.340,0.591,-1,-1,-1
17,5,1233.766,333.123,45.973,49.698,0.586,-1,-1,-1
17,10,109.945,204.351,287.654,212.698,0.784,-1,-1,-1
18,6,703.697,280.457,375.938,272.750,0.626,-1,-1,-1
18,35,959.125,71.917,48.170,57.851,0.510,-1,-1,-1
18,5,1238.476,331.819,41.274,46.847,0.552,-1,-1,-1
18,2,1088.944,289.973,32.262,80.623,0.614,-1,-1,-1
18,10,86.002,192.506,280.752,228.921,0.724,-1,-1,-1
19,2,1101.517,287.464,29.395,80.219,0.600,-1,-1,-1
19,6,739.186,282.055,385.857,264.265,0.636,-1,-1,-1
19,35,959.766,65.862,49.293,59.733,0.510,-1,-1,-1
19,10,145.163,172.911,189.664,234.249,0.598,-1,-1,-1
20,6,780.071,281.335,398.138,255.204,0.637,-1,-1,-1
20,35,957.963,60.162,50.445,60.712,0.552,-1,-1,-1
20,2,1114.566,283.531,28.730,68.849,0.537,-1,-1,-1
20,38,1249.245,331.147,30.548,42.596,0.509,-1,-1,-1
21,6,830.086,277.909,412.806,257.487,0.631,-1,-1,-1
21,35,957.876,57.660,51.746,62.702,0.501,-1,-1,-1
21,39,0.851,67.074,367.249,534.392,0.542,-1,-1,-1
22,6,886.542,274.437,393.106,266.338,0.632,-1,-1,-1 
22,40,883.871,309.714,21.246,76.176,0.575,-1,-1,-1
22,39,0.769,95.066,399.736,468.150,0.567,-1,-1,-1
23,28,876.700,314.024,31.845,76.408,0.572,-1,-1,-1
23,6,954.340,279.042,325.086,251.676,0.627,-1,-1,-1
24,28,868.550,302.153,28.670,79.652,0.566,-1,-1,-1
24,6,1038.709,268.424,240.792,245.740,0.669,-1,-1,-1
24,10,0.796,171.396,440.713,345.770,0.528,-1,-1,-1
25,28,866.062,304.596,33.565,80.825,0.567,-1,-1,-1
25,6,1145.068,272.598,134.488,235.846,0.651,-1,-1,-1
25,41,1219.556,268.730,30.616,44.314,0.572,-1,-1,-1
25,10,59.634,180.875,393.232,312.765,0.545,-1,-1,-1
